Guide	Gene	AP2_i10	BR1_i12	BR3_i25	BR4_i14	m1_aav_i15
B4galt1_-_40853907.23-P1P2	B4galt1	2369	2713	2003	2888	4879
Gart_+_91646919.23-P1P2	Gart	2073	2167	1838	2362	3344
Ikbkg_+_74424700.23-P2	Ikbkg_P2	2360	2349	2307	2541	4577
Dyrk4_-_126921764.23-P1P2	Dyrk4	1013	1030	986	1153	1871
Pick1_-_79229416.23-P1P2	Pick1	1093	1070	1218	1085	1755
Mapk4_-_74064860.23-P1P2	Mapk4	1477	2238	1641	1571	3009
Clk2_-_89164868.23-P1P2	Clk2	1739	1868	1790	1872	3433
Cnr2_+_135895535.23-P1	Cnr2_P1	2710	2939	2533	3471	5500
Gm13305_+_42168520.23-ENSMUST00000098121.3	Gm13305	187	56	201	241	386
Cdkn2c_-_109665257.23-P2	Cdkn2c_P2	2420	3502	3135	2907	4622
Ak1_-_32628495.23-P2	Ak1_P2	2366	2721	2598	2825	5046
Casp7_+_56397264.23-P1P2	Casp7	1982	2088	2040	2218	4071
Galm_-_80127880.23-P1P2	Galm	1834	2328	1470	1946	2724
Irak1bp1_+_82830075.23-P1P2	Irak1bp1	1901	1780	1625	1598	2475
Glrx2_+_143739651.23-P1P2	Glrx2	2279	2029	2067	2046	3796
Esrrg_-_187609047.23-P2	Esrrg_P2	3017	3018	2643	2658	4875
non-targeting_00220	non-targeting	470	284	312	387	698
Mapk11_-_89149691.23-P1P2	Mapk11	2519	2656	2167	2421	3869
Csnk1a1_-_61555354.23-P1P2	Csnk1a1	1219	1323	1138	1569	2302
Ptpn2_-_67724514.23-P1P2	Ptpn2	2599	3117	3008	3193	4958
Ripk2_-_16163515.23-P1P2	Ripk2	861	1280	783	1154	1918
Stradb_-_58973597.23-P1P2	Stradb	1114	1357	976	1465	2252
Leprel2_-_124857702.23-P1P2	Leprel2	3338	3208	2346	2933	5198
Ahcy_-_155074255.23-P1P2	Ahcy	1433	1720	1640	1545	2452
Trappc6b_+_59061432.23-P1P2	Trappc6b	529	611	873	617	1251
Comtd1_+_21848868.23-P1P2	Comtd1	676	522	534	500	927
Fyn_-_39369817.23-P1P2	Fyn	1866	1498	1877	2016	3279
Urod_-_116994147.23-P1P2	Urod	1114	1010	1487	1366	2137
Stk32c_-_139213318.23-P2	Stk32c_P2	1258	1671	1576	1633	2692
Rxrg_-_167598437.23-P2	Rxrg_P2	1607	1824	1741	1958	3296
Th_-_142899941.23-P1P2	Th	360	626	397	491	813
Arpc1b_-_145114521.23-P1P2	Arpc1b	1461	2323	1624	1820	2818
Ppfia3_-_45340672.23-P1	Ppfia3_P1	2341	2308	2981	2857	4491
Mtmr10_-_64287733.23-P1P2	Mtmr10	2489	2635	2683	2225	4221
Fads2_-_10101508.23-P1P2	Fads2	762	1050	879	1056	1937
Kcnj1_-_32372518.23-P1P2	Kcnj1	268	283	246	357	591
Pdha1_-_160138336.23-P1P2	Pdha1	2575	3992	3144	3148	5076
Chrnb1_+_69795846.23-P1P2	Chrnb1	1693	2175	1653	2054	4004
Tufm_-_126487857.23-P1P2	Tufm	2158	3287	2006	2572	4104
Bub1b_-_118598312.23-P1P2	Bub1b	1905	1612	1800	2011	3216
Pdk3_+_93832055.23-P1P2	Pdk3	2101	2364	2254	2501	4119
Rnasel_-_153752059.23-P2	Rnasel_P2	3072	3297	3022	2827	5720
Il6ra_+_89913171.23-P1P2	Il6ra	4793	4333	5096	5252	8806
Fabp6_+_43601381.23-P1P2	Fabp6	0	0	0	0	1
Chrnb1_-_69795880.23-P1P2	Chrnb1	1574	1787	1375	1462	2481
Vrk2_+_26593592.23-P1P2	Vrk2	1304	1753	1417	1550	2991
Mknk1_+_115839210.23-P1P2	Mknk1	2558	2779	2998	3294	5599
Pank4_-_154964170.23-P1P2	Pank4	1464	1610	1470	1427	2602
Saa1_+_46743055.23-P1P2	Saa1	1064	1506	1043	933	2110
Lsm6_+_78820822.23-P1	Lsm6_P1	1341	1316	1087	1160	2059
Srpk2_-_23616547.23-P1P2	Srpk2	2095	2576	2255	2356	4176
Gucy2c_-_136781674.23-P1P2	Gucy2c	764	1013	717	810	1335
non-targeting_00234	non-targeting	551	401	429	604	1024
Cpe_+_64693034.23-P1P2	Cpe	1366	1892	1221	1566	2634
Srr_+_74925666.23-P1P2	Srr	1722	1736	1503	1515	3057
Ppp5c_+_17027827.23-P1P2	Ppp5c	2251	2103	1883	2623	3692
Pdf_-_107048570.23-P1P2	Pdf	920	1034	415	842	1445
Pde4c_-_70743154.23-P1	Pde4c_P1	552	774	451	748	1140
Hmgcr_-_96670828.23-P1P2	Hmgcr	2387	1542	1656	2306	4756
Stk32a_+_43207692.23-P1P2	Stk32a	1145	1005	1122	1280	1959
Avpr1a_+_122448602.23-P1P2	Avpr1a	966	1318	1160	1065	1934
Kcnh6_-_106008218.23-P1P2	Kcnh6	3571	4438	3938	3848	5762
Ppp1r14d_-_119229860.23-P1P2	Ppp1r14d	4401	4228	3436	3985	7186
Trim24_-_37870884.23-P1P2	Trim24	1607	1747	1596	1644	2864
Prkd2_+_16842924.23-P1P2	Prkd2	1161	1576	1013	1091	1771
Stk40_-_126104029.23-P1P2	Stk40	11	61	46	37	25
Met_-_17464077.23-P1P2	Met	1206	918	1383	1435	2223
Ick_+_78113372.23-P1	Ick_P1	2243	2407	2647	1912	3663
Map3k1_+_111808605.23-P1P2	Map3k1	1971	1996	1350	1638	2063
Myh14_-_44670821.23-P2	Myh14_P2	1476	2095	1354	1486	2181
Arf2_+_103966958.23-P1P2	Arf2	1223	1519	1191	1141	1840
Nek11_+_105395468.23-P1P2	Nek11	807	1384	1039	1245	2117
Ptp4a1_-_30949310.23-P1P2	Ptp4a1	1902	1804	1742	1557	2732
Arl3_+_46573093.23-P1P2	Arl3	1871	1532	1698	1996	3150
Hdhd1a_-_50568670.23-P1P2	Hdhd1a	2098	2134	2455	2208	3639
Kcnn2_+_45268895.23-ENSMUST00000183850.1,ENSMUST00000066890.7	Kcnn2	2069	2683	1828	2285	3878
Inpp1_-_52817572.23-P1P2	Inpp1	2277	2226	1969	2292	4026
Slc25a15_+_22398441.23-P1P2	Slc25a15	2423	2537	2317	2442	4093
Lcn2_+_32387722.23-P1P2	Lcn2	1413	1289	1416	1533	2870
F13a1_+_37050226.23-P2	F13a1_P2	2412	2704	2341	1987	3567
Ptpn3_+_57300157.23-P1P2	Ptpn3	2720	3453	2703	3042	4581
Bdh1_-_31422380.23-P2	Bdh1_P2	337	314	528	468	964
Fads2_+_10101686.23-P1P2	Fads2	1914	1797	1711	1958	3235
Ssb_-_69862128.23-P1P2	Ssb	1630	1305	1185	1484	2414
Sctr_+_120007060.23-P1P2	Sctr	1336	1001	1175	1358	2240
Serpinb3d_-_107083158.23-ENSMUST00000023861.3	Serpinb3d	3449	3392	3411	3689	6102
Flt1_+_147725949.23-P1P2	Flt1	3086	3198	3028	3302	5583
Agxt2_+_10358818.23-P1P2	Agxt2	2645	2033	1930	2263	3945
Fars2_-_36117910.23-P1P2	Fars2	1202	1176	1222	1334	1917
Pros1_-_62854627.23-P1P2	Pros1	1805	1993	1983	1977	3182
Cdk5r1_+_80477060.23-P1P2	Cdk5r1	1876	2388	1460	1988	3054
Ins2_-_142699459.23-P2	Ins2_P2	1676	1476	902	1272	2411
Taok2_-_126884700.23-P1P2	Taok2	1376	1603	1053	1225	1889
Kcnj1_+_32372811.23-P1P2	Kcnj1	1262	977	1140	1528	2649
Ppap2c_-_79533751.23-P1P2	Ppap2c	2820	3630	2093	2451	4028
Akap11_+_78536853.23-P1P2	Akap11	1842	1712	2000	1875	3149
Csnk1e_+_79441913.23-P1P2	Csnk1e	2024	2071	1755	2208	2901
Car10_-_93099548.23-P1P2	Car10	2588	3022	2129	2873	3829
non-targeting_00221	non-targeting	1671	1715	1765	1565	3289
Tab2_-_7956248.23-P1P2	Tab2	1181	1131	1061	1326	2039
Gpx5_+_21292588.23-P1P2	Gpx5	2739	2228	2875	2933	4742
Decr1_-_15945309.23-P1P2	Decr1	1267	1393	1564	1498	2090
Mtnr1b_-_15874456.23-ENSMUST00000057920.6	Mtnr1b	1796	1708	1840	1709	3039
Tyrobp_+_30413818.23-P1P2	Tyrobp	1330	1232	1359	1272	2109
Ppm1e_-_87359034.23-P1P2	Ppm1e	1196	1265	720	984	1471
Scn10a_+_119719110.23-P1P2	Scn10a	2193	2495	2223	2497	4129
Nars2_+_96951838.23-P1P2	Nars2	3783	4544	3515	3694	6232
Gabrb2_+_42421322.23-P1P2	Gabrb2	3175	2910	2921	3461	5584
Cox7b_-_106015887.23-P1P2	Cox7b	2210	2302	2496	2314	4221
Dusp13_+_21742892.23-P2	Dusp13_P2	203	162	215	164	310
Slc16a2_+_103821753.23-P1P2	Slc16a2	1931	2006	1631	1721	2650
Btk_-_134582921.23-P1P2	Btk	2948	3636	2678	3232	5134
Tph1_+_46672341.23-P2	Tph1_P2	2332	2254	2363	2622	4718
Nr1h2_-_44553541.23-P1P2	Nr1h2	748	938	903	860	1255
Tst_-_78405777.23-P1P2	Tst	1011	1390	952	1230	1893
non-targeting_00119	non-targeting	3296	3274	3087	3113	5455
Dyrk4_-_126921758.23-P1P2	Dyrk4	536	412	429	650	876
Fn3k_+_121434959.23-P1P2	Fn3k	2301	2161	2006	2074	3760
Hbb-bs_-_103827889.23-P1P2	Hbb-bs	2167	1856	2554	2171	4136
Plin3_+_56290483.23-P1P2	Plin3	1298	1361	1351	1529	2189
Csnk1g2_-_80629706.23-P2	Csnk1g2_P2	949	910	769	1020	1447
Acan_+_79053221.23-P1P2	Acan	2142	2394	2309	2339	3257
Papola_-_105784777.23-P1P2	Papola	24	14	23	18	127
Cuta_+_26939506.23-P1P2	Cuta	951	808	795	1078	1686
Stk19_-_34836903.23-P1P2	Stk19	2334	2233	1792	2630	4181
Ptgdr_-_44859336.23-P1P2	Ptgdr	2147	3078	1939	2180	3586
Adck5_-_76576461.23-P1P2	Adck5	1736	1289	1682	1677	3047
Sult2a5_-_13624013.23-P1P2	Sult2a5	2313	2283	1796	2292	3511
Mthfd2_+_83317525.23-P1P2	Mthfd2	771	705	876	753	1220
Amt_+_108296960.23-P1P2	Amt	1640	1331	1400	1287	2662
S100a4_+_90603772.23-P1P2	S100a4	2826	3169	2964	3393	5158
Dut_+_125247781.23-P1P2	Dut	65	69	41	110	157
Prpf4b_+_34875582.23-P1P2	Prpf4b	1153	1121	959	1150	2574
2610018G03Rik_-_50841438.23-P1P2	2610018G03Rik	1924	1965	1814	2552	3556
Ppcdc_+_57440108.23-P1P2	Ppcdc	3559	3919	3051	3592	6267
Dcps_+_35175972.23-P1P2	Dcps	2322	2243	2345	2430	3283
Akt2_+_27591772.23-P1	Akt2_P1	1220	1523	1180	1420	2395
Scgb1a1_-_9087957.23-P1P2	Scgb1a1	2813	2546	2460	2891	4828
Slc16a7_-_125308742.23-P2	Slc16a7_P2	761	1280	875	1010	1713
Bhmt_-_93637239.23-P1P2	Bhmt	2501	2698	2932	3105	5061
Tub_+_109010948.23-P1P2	Tub	673	628	714	817	1449
Traf3ip3_+_193197958.23-P2	Traf3ip3_P2	1678	1765	1836	1917	2958
Elovl4_+_83806246.23-P1P2	Elovl4	1846	1912	1755	2029	3160
Idh3g_+_73786773.23-P1P2	Idh3g	464	247	598	609	1007
Ppp3ca_-_136670183.23-P1P2	Ppp3ca	0	0	37	0	12
Odc1_+_17545270.23-P1P2	Odc1	1656	2204	1788	2126	3051
non-targeting_00236	non-targeting	250	609	358	332	437
Mink1_+_70563181.23-P1P2	Mink1	1079	900	1336	1320	1736
Ip6k3_-_27167592.23-P1P2	Ip6k3	106	77	52	41	120
Pfkfb1_-_150588263.23-P1P2	Pfkfb1	522	519	515	604	1234
Anxa3_-_96793500.23-P1P2	Anxa3	1388	1751	998	1648	2253
Ndufa8_-_36049249.23-P1P2	Ndufa8	1998	2288	2014	2287	3515
non-targeting_00137	non-targeting	2994	2982	2889	3204	5099
Epha4_+_77515058.23-P1P2	Epha4	1634	1852	1635	1738	2980
Jakmip1_-_37047463.23-P2	Jakmip1_P2	1263	1616	1372	1405	2183
Fads1_+_10182995.23-P1P2	Fads1	2213	2501	2574	2570	4459
Cyp2d12_-_82555087.23-P1P2	Cyp2d12	2054	2174	2451	2555	4145
Fgr_+_132974229.23-P1P2	Fgr	3116	3306	3196	3160	5602
Epha5_+_84417321.23-P1P2	Epha5	2120	2644	2514	2489	3730
Ppp1r3c_-_36736583.23-P1P2	Ppp1r3c	1473	2462	1208	1601	3027
Slc16a6_-_109472949.23-P1P2	Slc16a6	1078	700	895	774	1432
Adrb3_-_27228492.23-P1P2	Adrb3	2520	2323	1722	2376	3700
Camp_+_109849236.23-P1P2	Camp	1261	1550	1487	1381	1817
Mtap_+_89137452.23-P1P2	Mtap	597	706	664	801	1377
Fcgr4_-_171019045.23-P1P2	Fcgr4	1205	1625	1303	1508	2499
Dmpk_-_19083923.23-P1P2	Dmpk	2265	2232	2748	2478	3742
Aadacl2_+_60007107.23-P1P2	Aadacl2	147	35	219	241	336
Chd1_-_15704995.23-P1P2	Chd1	2875	2782	2922	3079	4974
Gp1ba_-_70639167.23-P1P2	Gp1ba	2014	1251	1770	2033	3605
Enpep_-_129332713.23-P1P2	Enpep	1606	2043	2156	1722	3148
Pgam2_-_5803689.23-P1P2	Pgam2	1959	1723	1631	1782	3003
Rdh14_-_10390836.23-P1P2	Rdh14	2268	2513	2170	2215	3316
Kcnn1_+_70857004.23-P2	Kcnn1_P2	0	0	0	0	7
Kcnn1_+_70856908.23-P2	Kcnn1_P2	1645	1884	1839	1888	3440
Slc1a3_-_8710195.23-P1P2	Slc1a3	2150	2218	2624	2970	4455
Cdkl5_+_160994621.23-P1P2	Cdkl5	1414	1564	1257	1407	2436
Axl_+_25788631.23-P1P2	Axl	971	1185	880	931	1880
Krt8_+_102004075.23-P1P2	Krt8	1884	2270	1840	1800	2880
Pdxk_+_78464464.23-P1P2	Pdxk	2328	2158	2474	2531	4368
non-targeting_00206	non-targeting	736	800	727	757	1191
Mccc2_+_100015549.23-P1P2	Mccc2	3227	3385	2903	3187	5466
Acsl1_-_46471252.23-P1P2	Acsl1	2098	1800	1761	1814	3115
Bace1_-_45838643.23-P1P2	Bace1	3178	2669	2947	3134	5375
non-targeting_00071	non-targeting	1708	1437	1103	1628	2430
Gsr_-_33653886.23-P1P2	Gsr	1357	1524	1554	1604	2322
Pvalb_-_78206340.23-P1	Pvalb_P1	2495	3225	2120	2558	3937
Snx3_+_42502203.23-P1P2	Snx3	3505	2998	3033	3677	6119
Scn2a1_+_65668948.23-P2	Scn2a1_P2	2731	2449	2647	2564	4625
Cdkn1a_-_29093861.23-P1P2	Cdkn1a	1293	1807	1445	1408	2551
Clcn2_-_20717752.23-P2	Clcn2_P2	159	250	189	279	381
Maob_+_16817325.23-P1P2	Maob	2139	2558	1839	2714	4161
Fpgs_-_32694108.23-P1	Fpgs_P1	2162	1974	1917	2148	3525
Pkmyt1_+_23726502.23-P1P2	Pkmyt1	1517	2150	1363	1846	2931
Map3k9_+_81780979.23-P1P2	Map3k9	2052	1696	1967	1913	3301
Metap1_-_138489409.23-P1P2	Metap1	1653	1493	1414	1352	1930
Pde4c_-_70724205.23-P2	Pde4c_P2	1605	1491	1399	1565	2984
Tbk1_+_121586744.23-P1P2	Tbk1	313	277	148	236	320
Man1a_+_54075702.23-P1P2	Man1a	2558	3369	2496	2985	4535
G6pc_-_101367779.23-P1P2	G6pc	376	425	348	297	570
Sucnr1_-_60081934.23-P1P2	Sucnr1	2912	2999	2754	2978	5481
Rps6ka6_-_111463087.23-P1P2	Rps6ka6	222	206	279	206	420
Psat1_-_15924530.23-P1P2	Psat1	2291	2904	2156	2751	4044
Pip5k1a_+_95106830.23-P1P2	Pip5k1a	1781	1585	1625	2063	3125
Begain_-_109068196.23-P1P2	Begain	555	490	516	537	719
Ntsr2_-_16653528.23-P1P2	Ntsr2	2331	1890	2403	2745	4205
Acvrl1_+_101128984.23-P1P2	Acvrl1	2044	1879	1738	2028	3458
Gria1_-_57011826.23-P1P2	Gria1	1241	1225	1264	1309	2372
Hlcs_+_94290057.23-P1	Hlcs_P1	1821	2373	1604	2374	3579
Gm10639_+_78290333.23-P1P2	Gm10639	1058	1348	1454	1400	2663
Ppp2r5a_+_191396809.23-P1P2	Ppp2r5a	780	937	894	1092	1178
F2_+_91636379.23-P1P2	F2	3347	3234	3022	3326	5828
Pkn1_-_83694006.23-P2	Pkn1_P2	809	861	791	915	1402
Scn9a_-_66634675.23-P1P2	Scn9a	1994	2117	2381	2746	4189
Ripk2_+_16163470.23-P1P2	Ripk2	2386	2298	2492	2717	4065
Lipf_-_33961223.23-P1P2	Lipf	952	1431	748	1020	1847
Ppp1r11_-_36951606.23-P1P2	Ppp1r11	2495	2587	3292	2862	4911
Ikbkg_+_74429752.23-P1	Ikbkg_P1	1196	1426	977	1459	2393
Pik3r1_+_101768108.23-P1P2	Pik3r1	3072	3433	3216	2674	5488
Gabbr1_+_37050687.23-P2	Gabbr1_P2	1825	1561	1646	1514	3317
Mmp24_+_155775553.23-P1P2	Mmp24	2238	2837	2447	2599	4209
Slc38a3_-_107668900.23-P2	Slc38a3_P2	1488	1762	1212	1665	2613
Pdgfra_-_75152381.23-P1P2	Pdgfra	1749	1632	1471	1300	2698
Ugp2_-_21370420.23-P1P2	Ugp2	467	488	510	523	763
Trpm6_+_18749814.23-P1P2	Trpm6	1964	1842	1757	2068	3022
Gria2_+_80802581.23-P1P2	Gria2	2727	2405	2439	2809	4498
Chrnd_-_87190716.23-P1P2	Chrnd	1314	2208	1415	1542	2543
Irak4_+_94543985.23-P1P2	Irak4	1173	1781	1343	1510	2094
G6pc2_-_69220035.23-P1P2	G6pc2	749	743	708	746	1545
Galm_-_80127718.23-P1P2	Galm	1055	1416	1244	1299	2387
Tgfbr1_-_47353303.23-P1P2	Tgfbr1	1885	1930	1792	1778	2736
Map4k3_-_80728095.23-P1P2	Map4k3	2010	1813	1866	2122	3198
non-targeting_00152	non-targeting	2338	2692	2429	2493	4131
Irak2_-_113638500.23-P1P2	Irak2	1054	1216	1137	1059	1748
Gzmb_+_56262162.23-P1P2	Gzmb	1393	1747	1468	1658	2654
Cyp3a16_+_145469400.23-ENSMUST00000031633.4	Cyp3a16	1478	1527	1344	1674	3118
Pars2_-_106651207.23-P1P2	Pars2	114	18	129	126	196
Stradb_-_58973932.23-P1P2	Stradb	2479	3189	2448	2511	4461
Itgal_+_127296388.23-P1P2	Itgal	1210	1252	1120	1201	1903
Nars_-_64516453.23-P1P2	Nars	1832	2195	1786	1889	3593
Syk_-_52583203.23-P2	Syk_P2	2085	2149	2046	2025	3332
Trappc3_+_126262392.23-P1P2	Trappc3	45	62	53	86	72
Psph_-_129787173.23-P1P2	Psph	1077	1552	1087	1671	2482
Prkaa2_+_105109794.23-P1P2	Prkaa2	2045	2295	2360	2017	3234
Agtr2_-_21484699.23-P1P2	Agtr2	1783	2099	1879	2048	3676
Chrm4_+_91922269.23-P1P2	Chrm4	1907	1618	1631	2229	3315
Trpm8_+_88306817.23-P1P2	Trpm8	999	563	1473	953	1856
Mtm1_+_71215069.23-P1P2	Mtm1	250	461	433	335	602
Neu1_-_34931412.23-P1P2	Neu1	3609	4165	3354	4162	5483
Ggcx_-_72414386.23-P1P2	Ggcx	2936	4231	2676	3425	5279
Ncoa5_+_165034744.23-P1P2	Ncoa5	1158	1663	1206	1242	1673
Gadl1_+_115908505.23-P1P2	Gadl1	2738	2805	2276	2664	4677
Phka1_+_102644188.23-P1P2	Phka1	1123	1171	919	745	1852
Ctla4_+_60909137.23-P1P2	Ctla4	2514	2898	2337	2233	4947
Phka2_-_160502485.23-P1P2	Phka2	1202	1496	1134	1321	2160
Trpm8_-_88306791.23-P1P2	Trpm8	1269	1399	1106	1272	2024
Abcg1_+_31057946.23-P1P2	Abcg1	1079	1012	896	1106	1623
Ndufs6_+_73328240.23-P1P2	Ndufs6	2908	3921	2884	3042	4991
Crh_-_19695140.23-P1P2	Crh	160	229	131	150	376
F9_-_59999499.23-P1P2	F9	3275	4593	3381	3443	6830
Trappc1_+_69323999.23-P1P2	Trappc1	1244	1175	878	1742	4537
Pipox_-_77893614.23-P1P2	Pipox	1418	1054	1305	1379	2072
Hnf4g_+_3507996.23-ENSMUST00000108393.1,ENSMUST00000017832.8	Hnf4g	1344	1571	1164	1198	2223
Grin3b_-_79970845.23-P1P2	Grin3b	2774	2909	2341	2819	4109
Oprm1_+_6788646.23-P1P2	Oprm1	385	259	129	159	312
Styxl1_+_135778340.23-P1P2	Styxl1	1515	1853	1273	1526	3121
Fn3krp_+_121421406.23-P1P2	Fn3krp	1822	2647	2243	2466	3562
Pla2g2e_+_138879409.23-P1	Pla2g2e_P1	2012	2655	2216	2210	2944
Mtmr9_-_63543890.23-P1P2	Mtmr9	2115	2017	2046	2404	3489
Serpina1e_+_103958732.23-P2	Serpina1e_P2	1158	1000	853	1175	1663
Ddr2_+_170110778.23-P1P2	Ddr2	1250	2373	1852	1613	2649
Scn2a1_+_65669013.23-P2	Scn2a1_P2	2424	1688	2572	2296	4322
Adra1d_+_131562288.23-P1P2	Adra1d	809	874	780	823	1472
Ddr1_-_35700567.23-P1	Ddr1_P1	3803	4372	3594	4063	6108
Mapkbp1_-_119972505.23-P1P2	Mapkbp1	978	716	939	761	1264
Lss_+_76531686.23-P1P2	Lss	1931	2683	2320	2241	4259
Nek6_+_38511769.23-P1P2	Nek6	1227	1479	1239	1639	2348
Pdf_+_107048553.23-P1P2	Pdf	1276	538	931	1231	1558
Mmp12_+_7347674.23-P1P2	Mmp12	279	374	247	429	575
Fes_-_80387829.23-P1P2	Fes	2598	2571	2533	3055	5071
Baiap2l1_+_144358089.23-P1P2	Baiap2l1	551	1145	1356	987	1435
non-targeting_00051	non-targeting	2409	2553	2319	2395	2728
Prkab2_+_97658547.23-P1P2	Prkab2	1143	1599	1436	1160	2013
Ptger4_-_5244124.23-P1P2	Ptger4	2814	2761	2535	2532	4351
Tlr8_+_167264151.23-P1P2	Tlr8	2290	2095	1925	2009	3420
Galk1_-_116012662.23-P1P2	Galk1	662	609	791	719	950
Pmp2_-_10197190.23-P1P2	Pmp2	2301	2489	2101	2407	4007
P4hb_-_120572824.23-P1P2	P4hb	4179	4625	3378	4508	7315
Gsr_+_33653615.23-P1P2	Gsr	737	868	621	700	1316
Dpep1_-_123186415.23-P2	Dpep1_P2	1687	1974	1577	1918	3666
Leprel2_-_124857688.23-P1P2	Leprel2	866	806	954	1150	1769
Pros1_+_62854366.23-P1P2	Pros1	2954	2245	2635	2773	4373
Pkm_+_59656643.23-P1P2	Pkm	174	173	100	279	468
Kif5b_+_6241487.23-P1P2	Kif5b	2445	1811	2400	2230	3787
Wnk4_-_101260640.23-P1P2	Wnk4	427	297	292	493	698
Dgkz_+_91950314.23-P2	Dgkz_P2	283	353	361	360	607
Cyp4a32_+_115601260.23-ENSMUST00000084342.5	Cyp4a32	2349	2245	2334	2205	3796
C230081A13Rik_+_56417990.23-P1P2	C230081A13Rik	2271	2946	1887	2042	3169
Kcnma1_+_23803228.23-ENSMUST00000172099.2,ENSMUST00000074983.6	Kcnma1	1820	2747	2103	2211	3772
Prep_+_45067370.23-P1P2	Prep	2365	2589	2210	2720	3582
Clk1_-_58423796.23-P1P2	Clk1	4219	4975	4489	4177	7198
Hmgcr_-_96670874.23-P1P2	Hmgcr	752	1349	758	1150	2404
Idh3b_+_130284348.23-P1P2	Idh3b	3519	3915	3809	3342	5505
Braf_+_39725098.23-P1P2	Braf	2223	2502	1720	2543	4289
Cox7a1_-_30184203.23-P1P2	Cox7a1	3161	2668	2701	2818	4152
Ppp1r9a_+_4902932.23-P1P2	Ppp1r9a	266	332	114	276	334
Frk_+_34483765.23-P1P2	Frk	2566	2130	2557	3293	5340
Gsto1_-_47855080.23-P1P2	Gsto1	271	380	447	332	499
Pdpk1_-_24150849.23-P2	Pdpk1_P2	1765	1720	1673	2042	2682
Med1_-_98193246.23-P1P2	Med1	1623	1438	1397	1427	2528
Ptpre_-_135537957.23-P1P2	Ptpre	1798	1940	1842	2305	3300
Akap10_+_61930209.23-P1P2	Akap10	1909	1836	1575	1909	2657
Pik3c3_-_30273108.23-P1P2	Pik3c3	2045	2522	2151	2385	4401
non-targeting_00166	non-targeting	531	845	498	507	1021
Nek3_+_22166372.23-P1P2	Nek3	2003	2503	1958	1967	3069
Ppp1r3f_+_7574160.23-ENSMUST00000150787.1	Ppp1r3f	1447	1485	1316	1775	2215
Spryd3_+_102136117.23-P1P2	Spryd3	1776	1472	1449	2047	2799
Gabrd_-_155398054.23-P1P2	Gabrd	1312	1294	1568	1337	2162
Acvr2b_+_119402159.23-P1P2	Acvr2b	1136	896	1223	1053	2127
Ptpn3_+_57300360.23-P1P2	Ptpn3	2149	3059	2067	2561	4179
Acvr1c_-_58357756.23-P1P2	Acvr1c	1940	1636	1205	1841	2905
B2m_+_122147911.23-P1P2	B2m	307	88	298	379	696
Chia_+_106113444.23-P1P2	Chia	2425	1449	2064	1924	3247
Prdx5_-_6909650.23-P1P2	Prdx5	1658	1414	1632	1571	2185
Met_-_17464080.23-P1P2	Met	2412	1889	1819	2316	3373
Prkdc_-_15637914.23-P1P2	Prkdc	581	1011	490	633	1024
Sdsl_+_120467299.23-P1	Sdsl_P1	3152	3016	2812	3291	5747
Asna1_+_85025261.23-P1P2	Asna1	1662	1826	1529	2156	3303
Epx_+_87871907.23-P2	Epx_P2	2494	3643	2568	2660	4962
Dgka_+_128744034.23-P1P2	Dgka	54	5	23	31	126
F5_-_164152057.23-P1P2	F5	544	535	650	775	1110
Avpr1a_-_122448583.23-P1P2	Avpr1a	1949	2380	1994	2097	3800
Cga_+_34893808.23-P1P2	Cga	2539	3480	2526	3189	5426
Ndufs2_-_171247080.23-P1	Ndufs2_P1	973	1164	1170	1149	2293
Lats1_-_7681007.23-P1P2	Lats1	2623	2496	2779	3017	4788
Ppp1ca_-_4192208.23-P1P2	Ppp1ca	948	891	907	1009	1662
Gsto2_+_47865818.23-P1P2	Gsto2	1186	1484	1354	1436	2188
Tubb2b_-_34130331.23-P1P2	Tubb2b	625	647	724	655	1060
Uhmk1_+_170215360.23-P1P2	Uhmk1	1818	1996	2112	2089	3223
Lgals2_+_78855512.23-P1P2	Lgals2	72	289	152	167	359
Mtmr11_-_96162009.23-P1P2	Mtmr11	900	1416	880	1299	1785
non-targeting_00058	non-targeting	45	158	147	152	295
Accs_-_93849860.23-P1P2	Accs	1855	2108	1752	1574	2881
Pak4_-_28598107.23-P1P2	Pak4	1823	2457	1619	1761	3018
G6pc_-_101367722.23-P1P2	G6pc	2170	2144	2109	2349	3880
Lrp1_-_127620978.23-P1P2	Lrp1	234	27	153	355	511
Gyk_-_85776566.23-P1P2	Gyk	2479	2605	2640	2461	4255
Plk2_-_110395083.23-P1P2	Plk2	2708	3563	2877	3117	5983
Acacb_-_114146722.23-P1P2	Acacb	1696	2006	1598	1780	2960
Gzmb_+_56262165.23-P1P2	Gzmb	237	176	203	187	259
Pygm_+_6384441.23-P1	Pygm_P1	3809	3765	2977	3703	5221
Speg_+_75382226.23-P1	Speg_P1	957	873	671	993	1082
Tbxa2r_+_81328777.23-P1P2	Tbxa2r	1039	1016	1040	1137	1628
Ksr2_-_117414019.23-P1P2	Ksr2	2604	2720	2014	2544	4378
Plk1_+_122159439.23-P1	Plk1_P1	1135	2113	1055	1295	2039
Gak_-_108629711.23-P1P2	Gak	1987	1800	1569	1996	3499
Camkk1_-_73019059.23-P1P2	Camkk1	1035	1089	994	1193	1819
Inppl1_+_101837761.23-P1P2	Inppl1	1376	1684	1390	1852	2409
Itpk1_+_102704891.23-P1P2	Itpk1	693	1007	731	732	1080
